year,month,source,measure,label,value,title,year_new,month_year
2024,Mar,Digital,top_outlet_global news,Global News,2.86,Top 5 news outlets,24,Mar-24
2024,Mar,Digital,top_news_platform_instagram,Instagram,5.49,Platforms used by news outlets,24,Mar-24
2024,Mar,Digital,local_news_local,Local,31.28,Local vs National news engagement,24,Mar-24
2024,Mar,Digital,local_news_national,National,68.72,Local vs National news engagement,24,Mar-24
2024,Mar,Digital,top_outlet_national post,National Post,1.95,Top 5 news outlets,24,Mar-24
2024,Mar,Digital,top_outlet_rebel news,Rebel News,9.31,Top 5 news outlets,24,Mar-24
2024,Mar,Digital,top_outlet_the post millennial,The Post Millennial,8.79,Top 5 news outlets,24,Mar-24
2024,Mar,Digital,top_news_platform_tiktok,TikTok,50.01,Platforms used by news outlets,24,Mar-24
2024,Mar,Digital,top_outlet_toronto star,Toronto Star,5.79,Top 5 news outlets,24,Mar-24
2024,Mar,Digital,top_outlet_toronto sun,Toronto Sun,3.49,Top 5 news outlets,24,Mar-24
2024,Mar,Digital,top_outlet_true north,True North,3.05,Top 5 news outlets,24,Mar-24
2024,Mar,Digital,top_news_platform_twitter,Twitter,31.42,Platforms used by news outlets,24,Mar-24
2024,Mar,Digital,top_news_platform_youtube,YouTube,13.09,Platforms used by news outlets,24,Mar-24
2024,Mar,Digital,top_outlet_blogto,blogTO,4.93,Top 5 news outlets,24,Mar-24
2024,May,Digital,top_outlet_cbc,CBC,13.36,Top 5 news outlets,24,May-24
2024,May,Digital,top_outlet_ctv,CTV,28.26,Top 5 news outlets,24,May-24
2024,May,Digital,top_outlet_curiocity,Curiocity,1.49,Top 5 news outlets,24,May-24
2024,May,Digital,top_outlet_global news,Global News,15.07,Top 5 news outlets,24,May-24
2024,May,Digital,top_news_platform_instagram,Instagram,3.79,Platforms used by news outlets,24,May-24
2024,May,Digital,local_news_local,Local,25.74,Local vs National news engagement,24,May-24
2024,May,Digital,local_news_national,National,74.26,Local vs National news engagement,24,May-24
2024,May,Digital,top_outlet_national post,National Post,1.53,Top 5 news outlets,24,May-24
2024,May,Digital,top_outlet_rebel news,Rebel News,5.79,Top 5 news outlets,24,May-24
2024,May,Digital,top_outlet_the post millennial,The Post Millennial,8.6,Top 5 news outlets,24,May-24
2024,May,Digital,top_news_platform_tiktok,TikTok,59.03,Platforms used by news outlets,24,May-24
2024,May,Digital,top_outlet_toronto sun,Toronto Sun,2.28,Top 5 news outlets,24,May-24
2024,May,Digital,top_outlet_true north,True North,1.83,Top 5 news outlets,24,May-24
2024,May,Digital,top_news_platform_twitter,Twitter,26.07,Platforms used by news outlets,24,May-24
2024,May,Digital,top_news_platform_youtube,YouTube,11.11,Platforms used by news outlets,24,May-24
2024,May,Digital,top_outlet_blogto,blogTO,2.96,Top 5 news outlets,24,May-24
2024,Oct,Digital,top_outlet_cbc,CBC,21.64,Top 5 news outlets,24,Oct-24
2024,Oct,Digital,top_outlet_ctv,CTV,30.49,Top 5 news outlets,24,Oct-24
2024,Oct,Digital,top_outlet_global news,Global News,5.09,Top 5 news outlets,24,Oct-24
2024,Oct,Digital,top_news_platform_instagram,Instagram,5.65,Platforms used by news outlets,24,Oct-24
2024,Oct,Digital,local_news_local,Local,24.6,Local vs National news engagement,24,Oct-24
2024,Oct,Digital,top_outlet_narcity,Narcity,2.44,Top 5 news outlets,24,Oct-24
2024,Oct,Digital,local_news_national,National,75.4,Local vs National news engagement,24,Oct-24
2024,Oct,Digital,top_outlet_national post,National Post,1.93,Top 5 news outlets,24,Oct-24
2024,Oct,Digital,top_outlet_now toronto,Now Toronto,4.01,Top 5 news outlets,24,Oct-24
2024,Oct,Digital,top_outlet_rebel news,Rebel News,2.97,Top 5 news outlets,24,Oct-24
2024,Oct,Digital,top_outlet_the post millennial,The Post Millennial,4.67,Top 5 news outlets,24,Oct-24
2024,Oct,Digital,top_news_platform_tiktok,TikTok,60.52,Platforms used by news outlets,24,Oct-24
2024,Oct,Digital,top_outlet_toronto sun,Toronto Sun,2.24,Top 5 news outlets,24,Oct-24
2024,Oct,Digital,top_news_platform_twitter,Twitter,24.01,Platforms used by news outlets,24,Oct-24
2024,Oct,Digital,top_news_platform_youtube,YouTube,9.82,Platforms used by news outlets,24,Oct-24
2024,Oct,Digital,top_outlet_blogto,blogTO,3.64,Top 5 news outlets,24,Oct-24
2024,Sep,Digital,top_outlet_aptn,APTN,2.21,Top 5 news outlets,24,Sep-24
2024,Sep,Digital,top_outlet_cbc,CBC,29.44,Top 5 news outlets,24,Sep-24
2024,Sep,Digital,top_outlet_ctv,CTV,16.3,Top 5 news outlets,24,Sep-24
2024,Sep,Digital,top_outlet_global news,Global News,3.07,Top 5 news outlets,24,Sep-24
2024,Sep,Digital,top_news_platform_instagram,Instagram,10.98,Platforms used by news outlets,24,Sep-24
2024,Sep,Digital,local_news_local,Local,34.85,Local vs National news engagement,24,Sep-24
2024,Sep,Digital,top_outlet_narcity,Narcity,4.33,Top 5 news outlets,24,Sep-24
2024,Sep,Digital,local_news_national,National,65.15,Local vs National news engagement,24,Sep-24
2024,Sep,Digital,top_outlet_now toronto,Now Toronto,2.36,Top 5 news outlets,24,Sep-24
2024,Sep,Digital,top_outlet_rebel news,Rebel News,3.36,Top 5 news outlets,24,Sep-24
2024,Sep,Digital,top_outlet_the post millennial,The Post Millennial,4.65,Top 5 news outlets,24,Sep-24
2024,Sep,Digital,top_news_platform_tiktok,TikTok,57.38,Platforms used by news outlets,24,Sep-24
2024,Sep,Digital,top_outlet_toronto sun,Toronto Sun,2.2,Top 5 news outlets,24,Sep-24
2024,Sep,Digital,top_news_platform_twitter,Twitter,21.25,Platforms used by news outlets,24,Sep-24
2024,Sep,Digital,top_news_platform_youtube,YouTube,10.4,Platforms used by news outlets,24,Sep-24
2024,Sep,Digital,top_outlet_blogto,blogTO,10.13,Top 5 news outlets,24,Sep-24
