year,month,source,section,number,measure,label,value,shown_value,title,caption,img_label
2024,apr,Digital,4,6,news_inequality,"",0.952973939,0.953,Inequality,How skewed is the CIE to a smallnumber of news outlets?,0 Low 1 High
2024,apr,Digital,4,6,news_inequality,"",0.948947306710973,0.949,Inequality,How skewed is the CIE to a smallnumber of news outlets?,0 Low 1 High
2024,apr,Digital,4,8,local_news_3,"",1.49896904654251,1.5%,Top 5 Canadian news outlets,How skewed is preference for national versus local news?,0 25 50 75 100
2024,apr,Digital,4,13,party_member_4,Bloc Québécois,1.58586735514282,1.6%,Engagement with elected party members,Which elected party members are most engaging with Canadians?,0 25 50 75 100
2024,apr,Digital,4,12,party_leader_4,Bloc Québécois,0.392131175662136,0.4%,Engagement with party leaders,Which party leaders are most engaging with Canadians?,0 25 50 75 100
2024,apr,Digital,4,7,top_outlet_2,CBC,12.1452461213999,12.1%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,apr,Digital,4,7,top_outlet_1,CTV,22.1816238705331,22.2%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,apr,Digital,4,13,party_member_1,Conservative,43.5001328256096,43.5%,Engagement with elected party members,Which elected party members are most engaging with Canadians?,0 25 50 75 100
2024,apr,Digital,4,12,party_leader_1,Conservative,68.1323952341522,68.1%,Engagement with party leaders,Which party leaders are most engaging with Canadians?,0 25 50 75 100
2024,apr,Digital,4,7,top_outlet_9,Curiocity,2.75706509662685,2.8%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,apr,Digital,4,7,top_outlet_4,Etalk,7.37759801183752,7.4%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,apr,Digital,4,7,top_outlet_10,FreshDaily,3.000552932,3%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,apr,Digital,4,7,top_outlet_9,Global News,3.266554931,3.30%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,apr,Digital,4,7,top_outlet_10,Global News,2.72045358302276,2.7%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,apr,Digital,4,13,party_member_5,Green,0.845369472332171,0.8%,Engagement with elected party members,Which elected party members are most engaging with Canadians?,0 25 50 75 100
2024,apr,Digital,4,12,party_leader_5,Green,0.143781431076117,0.1%,Engagement with party leaders,Which party leaders are most engaging with Canadians?,0 25 50 75 100
2024,apr,Digital,4,11,politician_platform_2,Instagram,31.3883393633359,31.4%,Social media platforms,Which social media platforms are most popular for Canadian politicians?,0 25 50 75 100
2024,apr,Digital,4,9,top_news_platform_4,Instagram,8.79542732362536,8.8%,Social media platforms,Which social media platforms are most popular for news?,""
2024,apr,Digital,4,13,party_member_2,Liberal,35.8905947340025,35.9%,Engagement with elected party members,Which elected party members are most engaging with Canadians?,0 25 50 75 100
2024,apr,Digital,4,12,party_leader_2,Liberal,18.4390653120175,18.4%,Engagement with party leaders,Which party leaders are most engaging with Canadians?,0 25 50 75 100
2024,apr,Digital,4,8,local_news_2,Local,27.0670406087123,27.1%,Top 5 Canadian news outlets,How skewed is preference for national versus local news?,0 25 50 75 100
2024,apr,Digital,4,13,party_member_3,NDP,18.1780356129129,18.2%,Engagement with elected party members,Which elected party members are most engaging with Canadians?,0 25 50 75 100
2024,apr,Digital,4,12,party_leader_3,NDP,12.892626847092,12.9%,Engagement with party leaders,Which party leaders are most engaging with Canadians?,0 25 50 75 100
2024,apr,Digital,4,8,local_news_1,National,71.1843924587408,71.2%,Top 5 Canadian news outlets,How skewed is preference for national versus local news?,0 25 50 75 100
2024,apr,Digital,4,10,engagement_type_2cat_1,News Outlet,78.2053134681917,78.2%,Politicians vs. news engagement,How skewed is preference for politician versus news content?,0 25 50 75 100
2024,apr,Digital,4,10,engagement_type_2cat_2,Politician,21.7946865318083,21.8%,Politicians vs. news engagement,How skewed is preference for politician versus news content?,0 25 50 75 100
2024,apr,Digital,4,7,top_outlet_3,Rebel News,7.93827644673485,7.9%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,apr,Digital,4,7,top_outlet_4,The Post Millennial,6.946162689,6.90%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,apr,Digital,4,7,top_outlet_6,The Post Millennial,5.32335579065444,5.3%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,apr,Digital,4,11,politician_platform_4,TikTok,2.831831776,2.80%,Social media platforms,Which social media platforms are most popular for Canadian politicians?,0 25 50 75 100
2024,apr,Digital,4,9,top_news_platform_1,TikTok,46.6415996998082,46.6%,Social media platforms,Which social media platforms are most popular for news?,""
2024,apr,Digital,4,11,politician_platform_3,TikTok,9.90276829541663,9.9%,Social media platforms,Which social media platforms are most popular for Canadian politicians?,0 25 50 75 100
2024,apr,Digital,4,7,top_outlet_5,Toronto Star,5.9730819777239,6%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,apr,Digital,4,7,top_outlet_8,Toronto Sun,2.92531468477991,2.9%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,apr,Digital,4,7,top_outlet_7,True North,3.930217376,3.90%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,apr,Digital,4,11,politician_platform_1,Twitter,54.0253912341207,54%,Social media platforms,Which social media platforms are most popular for Canadian politicians?,0 25 50 75 100
2024,apr,Digital,4,9,top_news_platform_2,Twitter,27.0406921374928,27%,Social media platforms,Which social media platforms are most popular for news?,""
2024,apr,Digital,4,11,politician_platform_3,YouTube,5.337345113,5.30%,Social media platforms,Which social media platforms are most popular for Canadian politicians?,0 25 50 75 100
2024,apr,Digital,4,9,top_news_platform_3,YouTube,17.5222808390737,17.5%,Social media platforms,Which social media platforms are most popular for news?,""
2024,apr,Digital,4,11,politician_platform_4,YouTube,4.68350110712673,4.7%,Social media platforms,Which social media platforms are most popular for Canadian politicians?,0 25 50 75 100
2024,apr,Digital,4,7,top_outlet_6,blogTO,4.769803795,4.80%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,apr,Digital,4,7,top_outlet_7,blogTO,5.02793485427392,5%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,apr,Digital,4,8,local_news_4,local,0.249597886004452,0.2%,Top 5 Canadian news outlets,How skewed is preference for national versus local news?,0 25 50 75 100
2024,apr,Digital,,,num_posts,"",305194,305194,"","",""
2024,apr,Digital,,,unique_entities,"",1667,1667,"","",""
2024,apr,Digital,,,unique_handles,"",2692,2692,"","",""
2024,apr,Digital,,,start_date,"",2024-03-26,"","","",""
2024,apr,Digital,,,end_date,"",2024-04-24,"","","",""
2024,apr,Digital,,,engagement_Instagram,"",2926037,2926037,"","",""
2024,apr,Digital,,,engagement_TikTok,"",4465666,4465666,"","",""
2024,apr,Digital,,,engagement_Twitter,"",6303739,6303739,"","",""
2024,apr,Digital,,,engagement_YouTube,"",1880937,1880937,"","",""
2024,apr,Digital,,,engagement_Overall,"",15576379,15576379,"","",""
2024,apr,Digital,,,engagement_daily_Instagram,"",97535,97535,"","",""
2024,apr,Digital,,,engagement_daily_TikTok,"",148856,148856,"","",""
2024,apr,Digital,,,engagement_daily_Twitter,"",210125,210125,"","",""
2024,apr,Digital,,,engagement_daily_YouTube,"",62698,62698,"","",""
2024,apr,Digital,,,engagement_daily_Overall,"",519214,519214,"","",""
2024,apr,Digital,,,engagement_daily_influencer_Instagram,"",80084,80084,"","",""
2024,apr,Digital,,,engagement_daily_influencer_TikTok,"",137312,137312,"","",""
2024,apr,Digital,,,engagement_daily_influencer_Twitter,"",59033,59033,"","",""
2024,apr,Digital,,,engagement_daily_influencer_YouTube,"",15574,15574,"","",""
2024,apr,Digital,,,engagement_daily_influencer_Overall,"",292003,292003,"","",""
2024,apr,Digital,,,num_posts,"",523872,523872,"","",""
2024,apr,Digital,,,unique_entities,"",2926,2926,"","",""
2024,apr,Digital,,,unique_handles,"",4740,4740,"","",""
2024,apr,Digital,,,start_date,"",2024-03-26,"","","",""
2024,apr,Digital,,,end_date,"",2024-04-24,"","","",""
2024,apr,Digital,,,engagement_Instagram,"",23193954,23193954,"","",""
2024,apr,Digital,,,engagement_TikTok,"",6256909,6256909,"","",""
2024,apr,Digital,,,engagement_Twitter,"",8853887,8853887,"","",""
2024,apr,Digital,,,engagement_YouTube,"",2918683,2918683,"","",""
2024,apr,Digital,,,engagement_Overall,"",41223433,41223433,"","",""
2024,apr,Digital,,,engagement_daily_Instagram,"",773132,773132,"","",""
2024,apr,Digital,,,engagement_daily_TikTok,"",208564,208564,"","",""
2024,apr,Digital,,,engagement_daily_Twitter,"",295130,295130,"","",""
2024,apr,Digital,,,engagement_daily_YouTube,"",97289,97289,"","",""
2024,apr,Digital,,,engagement_daily_Overall,"",1374115,1374115,"","",""
2024,apr,Digital,,,engagement_daily_influencer_Instagram,"",306168,306168,"","",""
2024,apr,Digital,,,engagement_daily_influencer_TikTok,"",257397,257397,"","",""
2024,apr,Digital,,,engagement_daily_influencer_Twitter,"",683474,683474,"","",""
2024,apr,Digital,,,engagement_daily_influencer_YouTube,"",39549,39549,"","",""
2024,apr,Digital,,,engagement_daily_influencer_Overall,"",1286588,1286588,"","",""
2024,aug,Digital,2,5,toxicity,"",0.01634814,0.016,Toxic speech,How prevalent is toxic speech in the CIE?,Less More
2024,aug,Digital,2,2,segmentation,"",0.868277577,0.87,Segmentation,How divided into distinct communities is the CIE?,0 Low 1 High
2024,aug,Digital,2,1,overall_inequality,"",0.868277577,0.868,Inequality,How skewed is the CIE towards a small set of accounts?,0 Low 1 High
2024,aug,Digital,2,1,overall_inequality,"",0.93770128550456,0.938,Inequality,How skewed is the CIE towards a small set of accounts?,0 Low 1 High
2024,aug,Digital,2,2,segmentation,"",0.71041844156234,0.71,Segmentation,How divided into distinct communities is the CIE?,0 Low 1 High
2024,aug,Digital,2,3,insularity_cpc,Conservative,0.0667490401077325,0.067,Insularity,How insular are parties relative to one another?,Less More
2024,aug,Digital,2,3,insularity_lpc,Liberal,0.12416618901854,0.124,Insularity,How insular are parties relative to one another?,Less More
2024,aug,Digital,2,3,insularity_ndp,NDP,0.130354763046166,0.13,Insularity,How insular are parties relative to one another?,Less More
2024,aug,Digital,3,1,misinfo_references,"",0.215451517,0.22%,Discussion about misinformation and foreign interference,How often do people post about misinformation and foreign interference?,""
2024,aug,Digital,3,1,misinfo_references,"",0.243177666912025,0.243%,Discussion about misinformation and foreign interference,How often do people post about misinformation and foreign interference?,""
2024,aug,Digital,3,5,total_to_cad_china,China,1.345704147,1.35,Directed foreign influence,To what extent are overt foreign influencers impacting the CIE?,Less More
2024,aug,Digital,3,5,from_china,China,1.3899631294311,1.39,Directed foreign influence,To what extent are overt foreign influencers impacting the CIE?,Less More
2024,aug,Digital,3,5,total_to_cad_india,India,14.77455329,14.77,Directed foreign influence,To what extent are overt foreign influencers impacting the CIE?,Less More
2024,aug,Digital,3,5,from_india,India,7.58077699027613,7.58,Directed foreign influence,To what extent are overt foreign influencers impacting the CIE?,Less More
2024,aug,Digital,3,4,misinfo_link_engagement,Percentage engagement,17.0480328104558,17.05%,Linking to known misinformation websites,How common and popular are web links to known misinformation websites?,""
2024,aug,Digital,3,3,misinfo_links,Percentage links,1.67189075446057,1.67%,Linking to known misinformation websites,How common and popular are web links to known misinformation websites?,""
2024,aug,Digital,3,5,total_to_cad_russia,Russia,0.206736247,0.21,Directed foreign influence,To what extent are overt foreign influencers impacting the CIE?,Less More
2024,aug,Digital,3,5,from_russia,Russia,0.362991917216137,0.36,Directed foreign influence,To what extent are overt foreign influencers impacting the CIE?,Less More
2024,aug,Digital,4,6,news_inequality,"",0.950488067,0.95,Inequality,How skewed is the CIE to a smallnumber of news outlets?,0 Low 1 High
2024,aug,Digital,4,6,news_inequality,"",0.952945518394583,0.953,Inequality,How skewed is the CIE to a smallnumber of news outlets?,0 Low 1 High
2024,aug,Digital,4,8,local_news_3,"",1.29390515031919,1.3%,Top 5 Canadian news outlets,How skewed is preference for national versus local news?,0 25 50 75 100
2024,aug,Digital,4,13,party_member_5,Bloc Québécois,0.695742941701893,0.7%,Engagement with elected party members,Which elected party members are most engaging with Canadians?,0 25 50 75 100
2024,aug,Digital,4,12,party_leader_4,Bloc Québécois,0.264657110790942,0.3%,Engagement with party leaders,Which party leaders are most engaging with Canadians?,0 25 50 75 100
2024,aug,Digital,4,7,top_outlet_4,CBC,11.58314969,11.60%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,aug,Digital,4,7,top_outlet_1,CBC,20.1559719209172,20.2%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,aug,Digital,4,7,top_outlet_8,CPAC,2.21329388210486,2.2%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,aug,Digital,4,7,top_outlet_1,CTV,16.21076825,16.20%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,aug,Digital,4,7,top_outlet_3,CTV,11.3202609606304,11.3%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,aug,Digital,4,13,party_member_1,Conservative,44.8751226151394,44.9%,Engagement with elected party members,Which elected party members are most engaging with Canadians?,0 25 50 75 100
2024,aug,Digital,4,12,party_leader_1,Conservative,64.1503853029544,64.2%,Engagement with party leaders,Which party leaders are most engaging with Canadians?,0 25 50 75 100
2024,aug,Digital,4,7,top_outlet_2,Etalk,14.2679552037992,14.3%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,aug,Digital,4,7,top_outlet_8,FreshDaily,2.621082118,2.60%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,aug,Digital,4,7,top_outlet_5,Global News,9.324800787,9.30%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,aug,Digital,4,7,top_outlet_6,Global News,7.30314651682863,7.3%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,aug,Digital,4,13,party_member_4,Green,0.807338855480013,0.8%,Engagement with elected party members,Which elected party members are most engaging with Canadians?,0 25 50 75 100
2024,aug,Digital,4,12,party_leader_5,Green,0.0267310801557004,0%,Engagement with party leaders,Which party leaders are most engaging with Canadians?,0 25 50 75 100
2024,aug,Digital,4,11,politician_platform_1,Instagram,48.92904512,48.90%,Social media platforms,Which social media platforms are most popular for Canadian politicians?,0 25 50 75 100
2024,aug,Digital,4,9,top_news_platform_4,Instagram,10.58607445,10.60%,Social media platforms,Which social media platforms are most popular for news?,""
2024,aug,Digital,4,9,top_news_platform_3,Instagram,19.8767401314604,19.9%,Social media platforms,Which social media platforms are most popular for news?,""
2024,aug,Digital,4,11,politician_platform_2,Instagram,37.8520336682001,37.9%,Social media platforms,Which social media platforms are most popular for Canadian politicians?,0 25 50 75 100
2024,aug,Digital,4,13,party_member_3,Liberal,22.32821043,22.30%,Engagement with elected party members,Which elected party members are most engaging with Canadians?,0 25 50 75 100
2024,aug,Digital,4,12,party_leader_2,Liberal,27.6907453505396,27.7%,Engagement with party leaders,Which party leaders are most engaging with Canadians?,0 25 50 75 100
2024,aug,Digital,4,13,party_member_2,Liberal,33.5026260694694,33.5%,Engagement with elected party members,Which elected party members are most engaging with Canadians?,0 25 50 75 100
2024,aug,Digital,4,8,local_news_2,Local,17.336360432591,17.3%,Top 5 Canadian news outlets,How skewed is preference for national versus local news?,0 25 50 75 100
2024,aug,Digital,4,13,party_member_2,NDP,25.45968403,25.50%,Engagement with elected party members,Which elected party members are most engaging with Canadians?,0 25 50 75 100
2024,aug,Digital,4,12,party_leader_3,NDP,7.86748115555935,7.9%,Engagement with party leaders,Which party leaders are most engaging with Canadians?,0 25 50 75 100
2024,aug,Digital,4,13,party_member_3,NDP,20.1191695182093,20.1%,Engagement with elected party members,Which elected party members are most engaging with Canadians?,0 25 50 75 100
2024,aug,Digital,4,7,top_outlet_7,Narcity,2.803342679,2.80%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,aug,Digital,4,8,local_news_1,National,81.1640953745896,81.2%,Top 5 Canadian news outlets,How skewed is preference for national versus local news?,0 25 50 75 100
2024,aug,Digital,4,10,engagement_type_2cat_1,News Outlet,80.3893369273474,80.4%,Politicians vs. news engagement,How skewed is preference for politician versus news content?,0 25 50 75 100
2024,aug,Digital,4,10,engagement_type_2cat_2,Politician,19.6106630726526,19.6%,Politicians vs. news engagement,How skewed is preference for politician versus news content?,0 25 50 75 100
2024,aug,Digital,4,7,top_outlet_9,Radio Canada,2.397487992,2.40%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,aug,Digital,4,7,top_outlet_10,Radio Canada,1.72255756522263,1.7%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,aug,Digital,4,7,top_outlet_2,Rebel News,13.0991294,13.10%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,aug,Digital,4,7,top_outlet_5,Rebel News,7.66730636316264,7.7%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,aug,Digital,4,7,top_outlet_3,The Post Millennial,13.01567417,13%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,aug,Digital,4,7,top_outlet_4,The Post Millennial,7.68988674477456,7.7%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,aug,Digital,4,11,politician_platform_4,TikTok,2.63148393,2.60%,Social media platforms,Which social media platforms are most popular for Canadian politicians?,0 25 50 75 100
2024,aug,Digital,4,9,top_news_platform_2,TikTok,33.78501488,33.80%,Social media platforms,Which social media platforms are most popular for news?,""
2024,aug,Digital,4,9,top_news_platform_1,TikTok,36.0321597944123,36%,Social media platforms,Which social media platforms are most popular for news?,""
2024,aug,Digital,4,11,politician_platform_3,TikTok,12.8000317108125,12.8%,Social media platforms,Which social media platforms are most popular for Canadian politicians?,0 25 50 75 100
2024,aug,Digital,4,7,top_outlet_6,Toronto Sun,3.236451171,3.20%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,aug,Digital,4,7,top_outlet_7,Toronto Sun,2.5752533039166,2.6%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,aug,Digital,4,7,top_outlet_10,True North,1.79416378,1.80%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,aug,Digital,4,7,top_outlet_9,True North,1.93515883420815,1.9%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,aug,Digital,4,11,politician_platform_2,Twitter,45.44808152,45.40%,Social media platforms,Which social media platforms are most popular for Canadian politicians?,0 25 50 75 100
2024,aug,Digital,4,9,top_news_platform_1,Twitter,37.38936302,37.40%,Social media platforms,Which social media platforms are most popular for news?,""
2024,aug,Digital,4,9,top_news_platform_2,Twitter,27.8942055325614,27.9%,Social media platforms,Which social media platforms are most popular for news?,""
2024,aug,Digital,4,11,politician_platform_1,Twitter,46.9186244868818,46.9%,Social media platforms,Which social media platforms are most popular for Canadian politicians?,0 25 50 75 100
2024,aug,Digital,4,11,politician_platform_3,YouTube,2.991389431,3%,Social media platforms,Which social media platforms are most popular for Canadian politicians?,0 25 50 75 100
2024,aug,Digital,4,9,top_news_platform_3,YouTube,18.23954766,18.20%,Social media platforms,Which social media platforms are most popular for news?,""
2024,aug,Digital,4,9,top_news_platform_4,YouTube,16.1968945415658,16.2%,Social media platforms,Which social media platforms are most popular for news?,""
2024,aug,Digital,4,11,politician_platform_4,YouTube,2.42931013410559,2.4%,Social media platforms,Which social media platforms are most popular for Canadian politicians?,0 25 50 75 100
2024,aug,Digital,4,8,local_news_4,local,0.205639042500193,0.2%,Top 5 Canadian news outlets,How skewed is preference for national versus local news?,0 25 50 75 100
2024,aug,Digital,,,num_posts,"",504986,504986,"","",""
2024,aug,Digital,,,unique_entities,"",2273,2273,"","",""
2024,aug,Digital,,,unique_handles,"",3764,3764,"","",""
2024,aug,Digital,,,start_date,"",2024-07-25,"","","",""
2024,aug,Digital,,,end_date,"",2024-08-27,"","","",""
2024,aug,Digital,,,engagement_Instagram,"",3854169,3854169,"","",""
2024,aug,Digital,,,engagement_TikTok,"",3031136,3031136,"","",""
2024,aug,Digital,,,engagement_Twitter,"",5922698,5922698,"","",""
2024,aug,Digital,,,engagement_YouTube,"",1731258,1731258,"","",""
2024,aug,Digital,,,engagement_Overall,"",14539261,14539261,"","",""
2024,aug,Digital,,,engagement_daily_Instagram,"",113358,113358,"","",""
2024,aug,Digital,,,engagement_daily_TikTok,"",89151,89151,"","",""
2024,aug,Digital,,,engagement_daily_Twitter,"",174197,174197,"","",""
2024,aug,Digital,,,engagement_daily_YouTube,"",50919,50919,"","",""
2024,aug,Digital,,,engagement_daily_Overall,"",427625,427625,"","",""
2024,aug,Digital,,,engagement_daily_influencer_Instagram,"",108019,108019,"","",""
2024,aug,Digital,,,engagement_daily_influencer_Telegram,"",0,0,"","",""
2024,aug,Digital,,,engagement_daily_influencer_TikTok,"",36586,36586,"","",""
2024,aug,Digital,,,engagement_daily_influencer_Twitter,"",201410,201410,"","",""
2024,aug,Digital,,,engagement_daily_influencer_YouTube,"",30097,30097,"","",""
2024,aug,Digital,,,engagement_daily_influencer_Overall,"",376112,376112,"","",""
2024,aug,Digital,,,num_posts,"",733620,733620,"","",""
2024,aug,Digital,,,unique_entities,"",3070,3070,"","",""
2024,aug,Digital,,,unique_handles,"",5023,5023,"","",""
2024,aug,Digital,,,start_date,"",2024-07-25,"","","",""
2024,aug,Digital,,,end_date,"",2024-08-27,"","","",""
2024,aug,Digital,,,engagement_Instagram,"",25642086,25642086,"","",""
2024,aug,Digital,,,engagement_TikTok,"",6275913,6275913,"","",""
2024,aug,Digital,,,engagement_Twitter,"",8684436,8684436,"","",""
2024,aug,Digital,,,engagement_YouTube,"",2622029,2622029,"","",""
2024,aug,Digital,,,engagement_Overall,"",43224464,43224464,"","",""
2024,aug,Digital,,,engagement_daily_Instagram,"",777033,777033,"","",""
2024,aug,Digital,,,engagement_daily_TikTok,"",184586,184586,"","",""
2024,aug,Digital,,,engagement_daily_Twitter,"",255425,255425,"","",""
2024,aug,Digital,,,engagement_daily_YouTube,"",77118,77118,"","",""
2024,aug,Digital,,,engagement_daily_Overall,"",1294162,1294162,"","",""
2024,aug,Digital,,,engagement_daily_influencer_Instagram,"",277958,277958,"","",""
2024,aug,Digital,,,engagement_daily_influencer_Telegram,"",0,0,"","",""
2024,aug,Digital,,,engagement_daily_influencer_TikTok,"",300648,300648,"","",""
2024,aug,Digital,,,engagement_daily_influencer_Twitter,"",1097120,1097120,"","",""
2024,aug,Digital,,,engagement_daily_influencer_YouTube,"",55233,55233,"","",""
2024,aug,Digital,,,engagement_daily_influencer_Overall,"",1730959,1730959,"","",""
2024,aug,Survey,2,9,trust_gatekeepers,"",41.25117676,41.30%,Trust in Information gatekeepers,How much do people trust each type of gatekeeper?,0 Low 100 High
2024,aug,Survey,2,7,avoidance,"",30.03940967,30%,News Avoiding,What extent do people avoid the news?,0 Low 100 High
2024,aug,Survey,2,6,chilled,"",64.44422451,64.40%,Chilled speech,What extent do people avoid political discussion and opinion sharing?,0 Low 100 High
2024,aug,Survey,2,4,division,"",22.2356608,22.20%,Division,How do people feel about their own political party versus other parties?,0 Low 100 High
2024,aug,Survey,2,8,trust_big_tech,Big Tech,25.5590038136322,25.6%,Trust by Types of Information gatekeepers,How much do people trust each type of gatekeeper?,0 Low 100 High
2024,aug,Survey,2,8,trust_elected_officials,Elected officials,32.8030331846594,32.8%,Trust by Types of Information gatekeepers,How much do people trust each type of gatekeeper?,0 Low 100 High
2024,aug,Survey,2,8,trust_journalists,Journalists,55.2899876268917,55.3%,Trust by Types of Information gatekeepers,How much do people trust each type of gatekeeper?,0 Low 100 High
2024,aug,Survey,2,8,trust_news_media,News Media,51.3526824185801,51.4%,Trust by Types of Information gatekeepers,How much do people trust each type of gatekeeper?,0 Low 100 High
2024,aug,Survey,3,8,AI_concern,"",58.37181741,58.40%,Concern about generative AI,How concerned are people about artificial intelligence?,0 Low 100 High
2024,aug,Survey,3,6,FI_concern_general,"",53.73208008,53.70%,Concern about foreign influence,How concerned are people about foreign influence?,0 Low 100 High
2024,aug,Survey,3,2,Misinformation_concern,"",47.84985969,47.80%,Concern about misinformation,How concerned are people about misinformation?,0 Low 100 High
2024,aug,Survey,3,7,FI_concern_china,China,65.1952263151776,65.2%,Concern about foreign influence by country,How concerned are people about the following countries conducting foreign influence?,0 Low 100 High
