year,month,source,section,number,measure,label,value,shown_value,title,caption,img_label
2024,apr,Digital,4,13,party_member_Conservative,Conservative,43.5001328256096,43.5%,Engagement with elected party members,Which elected party members are most engaging with Canadians?,0 25 50 75 100
2024,apr,Digital,4,7,top_outlet_curiocity,Curiocity,3.01176334783567,3%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,apr,Digital,4,7,top_outlet_global news,Global News,2.97176965493502,3%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,apr,Digital,4,12,party_leader_Green,Green,0.143781431076117,0.1%,Engagement with party leaders,Which party leaders are most engaging with Canadians?,0 25 50 75 100
2024,apr,Digital,4,13,party_member_Green,Green,0.845369472332171,0.8%,Engagement with elected party members,Which elected party members are most engaging with Canadians?,0 25 50 75 100
2024,apr,Digital,4,9,top_news_platform_instagram,Instagram,5.41671994570806,5.4%,Social media platforms,Which social media platforms are most popular for news?,""
2024,apr,Digital,4,11,politician_platform_Instagram,Instagram,31.3883393633359,31.4%,Social media platforms,Which social media platforms are most popular for Canadian politicians?,0 25 50 75 100
2024,apr,Digital,4,12,party_leader_Liberal,Liberal,18.4390653120175,18.4%,Engagement with party leaders,Which party leaders are most engaging with Canadians?,0 25 50 75 100
2024,apr,Digital,4,13,party_member_Liberal,Liberal,35.8905947340025,35.9%,Engagement with elected party members,Which elected party members are most engaging with Canadians?,0 25 50 75 100
2024,apr,Digital,4,8,local_news_local,Local,31.4753875510352,31.5%,Top 5 Canadian news outlets,How skewed is preference for national versus local news?,0 25 50 75 100
2024,apr,Digital,4,12,party_leader_NDP,NDP,12.892626847092,12.9%,Engagement with party leaders,Which party leaders are most engaging with Canadians?,0 25 50 75 100
2024,apr,Digital,4,13,party_member_NDP,NDP,18.1780356129129,18.2%,Engagement with elected party members,Which elected party members are most engaging with Canadians?,0 25 50 75 100
2024,apr,Digital,4,8,local_news_national,National,68.5246124489648,68.5%,Top 5 Canadian news outlets,How skewed is preference for national versus local news?,0 25 50 75 100
2024,apr,Digital,4,10,engagement_type_2cat_news outlet,News Outlet,53.9696410807309,54%,Politicians vs. news engagement,How skewed is preference for politician versus news content?,0 25 50 75 100
2024,apr,Digital,4,10,engagement_type_2cat_politician,Politician,46.0303589192691,46%,Politicians vs. news engagement,How skewed is preference for politician versus news content?,0 25 50 75 100
2024,apr,Digital,4,7,top_outlet_rebel news,Rebel News,8.67161608788778,8.7%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,apr,Digital,4,7,top_outlet_the post millennial,The Post Millennial,5.81512851379431,5.8%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,apr,Digital,4,9,top_news_platform_tiktok,TikTok,50.9503604511076,51%,Social media platforms,Which social media platforms are most popular for news?,""
2024,apr,Digital,4,11,politician_platform_TikTok,TikTok,9.90276829541663,9.9%,Social media platforms,Which social media platforms are most popular for Canadian politicians?,0 25 50 75 100
2024,apr,Digital,4,7,top_outlet_toronto star,Toronto Star,6.52487654213753,6.5%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,apr,Digital,4,7,top_outlet_toronto sun,Toronto Sun,3.19555586818922,3.2%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,apr,Digital,4,9,top_news_platform_twitter,Twitter,29.0624948678874,29.1%,Social media platforms,Which social media platforms are most popular for news?,""
2024,apr,Digital,4,11,politician_platform_Twitter,Twitter,54.0253912341207,54%,Social media platforms,Which social media platforms are most popular for Canadian politicians?,0 25 50 75 100
2024,apr,Digital,4,9,top_news_platform_youtube,YouTube,14.5704247352969,14.6%,Social media platforms,Which social media platforms are most popular for news?,""
2024,apr,Digital,4,11,politician_platform_YouTube,YouTube,4.68350110712673,4.7%,Social media platforms,Which social media platforms are most popular for Canadian politicians?,0 25 50 75 100
2024,apr,Digital,4,7,top_outlet_blogto,blogTO,5.4924165294227,5.5%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,apr,Digital,,,num_posts,"",508613,508613,"","",""
2024,apr,Digital,,,unique_entities,"",2913,2913,"","",""
2024,apr,Digital,,,unique_handles,"",4712,4712,"","",""
2024,apr,Digital,,,start_date,"",2024-03-26,"","","",""
2024,apr,Digital,,,end_date,"",2024-04-24,"","","",""
2024,apr,Digital,,,engagement_Instagram,"",3390697,3390697,"","",""
2024,apr,Digital,,,engagement_TikTok,"",6256909,6256909,"","",""
2024,apr,Digital,,,engagement_Twitter,"",7915411,7915411,"","",""
2024,apr,Digital,,,engagement_YouTube,"",1955662,1955662,"","",""
2024,apr,Digital,,,engagement_Overall,"",19518679,19518679,"","",""
2024,apr,Digital,,,engagement_daily_Instagram,"",113023,113023,"","",""
2024,apr,Digital,,,engagement_daily_TikTok,"",208564,208564,"","",""
2024,apr,Digital,,,engagement_daily_Twitter,"",263847,263847,"","",""
2024,apr,Digital,,,engagement_daily_YouTube,"",65189,65189,"","",""
2024,apr,Digital,,,engagement_daily_Overall,"",650623,650623,"","",""
2024,apr,Digital,,,engagement_daily_influencer_Instagram,"",306166,306166,"","",""
2024,apr,Digital,,,engagement_daily_influencer_TikTok,"",257397,257397,"","",""
2024,apr,Digital,,,engagement_daily_influencer_Twitter,"",683474,683474,"","",""
2024,apr,Digital,,,engagement_daily_influencer_YouTube,"",39549,39549,"","",""
2024,apr,Digital,,,engagement_daily_influencer_Overall,"",1286586,1286586,"","",""
2024,aug,Digital,2,1,overall_inequality,"",0.938358019286579,0.938,Inequality,How skewed is the CIE towards a small set of accounts?,0 Low 1 High
2024,aug,Digital,2,2,segmentation,"",0.715804752189275,0.72,Segmentation,How divided into distinct communities is the CIE?,0 Low 1 High
2024,aug,Digital,2,5,toxicity,"",0.025208076271819,0.025,Toxic speech,How prevalent is toxic speech in the CIE?,Less More
2024,aug,Digital,2,3,insularity_cpc,Conservative,0.0672428701454757,0.067,Insularity,How insular are parties relative to one another?,Less More
2024,aug,Digital,2,3,insularity_lpc,Liberal,0.126174079445334,0.126,Insularity,How insular are parties relative to one another?,Less More
2024,aug,Digital,2,3,insularity_ndp,NDP,0.130751773279221,0.131,Insularity,How insular are parties relative to one another?,Less More
2024,aug,Digital,3,1,misinfo_references,"",0.246494805010951,0.246%,Discussion about misinformation and foreign interference,How often do people post about misinformation and foreign interference?,""
2024,aug,Digital,3,5,from_china,China,1.30866062554129,1.31,Directed foreign influence,To what extent are overt foreign influencers impacting the CIE?,Less More
2024,aug,Digital,3,5,from_india,India,7.20705291757296,7.21,Directed foreign influence,To what extent are overt foreign influencers impacting the CIE?,Less More
2024,aug,Digital,3,4,misinfo_link_engagement,Percentage engagement,17.3711795860488,17.37%,Linking to known misinformation websites,How common and popular are web links to known misinformation websites?,""
2024,aug,Digital,3,3,misinfo_links,Percentage links,1.73010184408102,1.73%,Linking to known misinformation websites,How common and popular are web links to known misinformation websites?,""
2024,aug,Digital,3,5,from_russia,Russia,0.370117134415544,0.37,Directed foreign influence,To what extent are overt foreign influencers impacting the CIE?,Less More
2024,aug,Digital,4,6,news_inequality,"",0.950953494022783,0.951,Inequality,How skewed is the CIE to a smallnumber of news outlets?,0 Low 1 High
2024,aug,Digital,4,12,party_leader_Bloc Québécois,Bloc Québécois,0.264657110790942,0.3%,Engagement with party leaders,Which party leaders are most engaging with Canadians?,0 25 50 75 100
2024,aug,Digital,4,13,party_member_Bloc Québécois,Bloc Québécois,0.695742941701893,0.7%,Engagement with elected party members,Which elected party members are most engaging with Canadians?,0 25 50 75 100
2024,aug,Digital,4,7,top_outlet_cbc,CBC,23.9131562663111,23.9%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,aug,Digital,4,7,top_outlet_cpac,CPAC,2.62586407014778,2.6%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,aug,Digital,4,7,top_outlet_ctv,CTV,13.4304200456863,13.4%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,aug,Digital,4,12,party_leader_Conservative,Conservative,64.1503853029544,64.2%,Engagement with party leaders,Which party leaders are most engaging with Canadians?,0 25 50 75 100
2024,aug,Digital,4,13,party_member_Conservative,Conservative,44.8751226151394,44.9%,Engagement with elected party members,Which elected party members are most engaging with Canadians?,0 25 50 75 100
2024,aug,Digital,4,7,top_outlet_global news,Global News,8.66449331135711,8.7%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,aug,Digital,4,12,party_leader_Green,Green,0.0267310801557004,0%,Engagement with party leaders,Which party leaders are most engaging with Canadians?,0 25 50 75 100
2024,aug,Digital,4,13,party_member_Green,Green,0.807338855480013,0.8%,Engagement with elected party members,Which elected party members are most engaging with Canadians?,0 25 50 75 100
2024,aug,Digital,4,9,top_news_platform_instagram,Instagram,7.79391314473687,7.8%,Social media platforms,Which social media platforms are most popular for news?,""
2024,aug,Digital,4,11,politician_platform_Instagram,Instagram,37.8520336682001,37.9%,Social media platforms,Which social media platforms are most popular for Canadian politicians?,0 25 50 75 100
2024,aug,Digital,4,12,party_leader_Liberal,Liberal,27.6907453505396,27.7%,Engagement with party leaders,Which party leaders are most engaging with Canadians?,0 25 50 75 100
2024,aug,Digital,4,13,party_member_Liberal,Liberal,33.5026260694694,33.5%,Engagement with elected party members,Which elected party members are most engaging with Canadians?,0 25 50 75 100
2024,aug,Digital,4,8,local_news_local,Local,22.3454152584959,22.3%,Top 5 Canadian news outlets,How skewed is preference for national versus local news?,0 25 50 75 100
2024,aug,Digital,4,12,party_leader_NDP,NDP,7.86748115555935,7.9%,Engagement with party leaders,Which party leaders are most engaging with Canadians?,0 25 50 75 100
2024,aug,Digital,4,13,party_member_NDP,NDP,20.1191695182093,20.1%,Engagement with elected party members,Which elected party members are most engaging with Canadians?,0 25 50 75 100
2024,aug,Digital,4,7,top_outlet_narcity,Narcity,1.95839978548644,2%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,aug,Digital,4,8,local_news_national,National,77.6545847415041,77.7%,Top 5 Canadian news outlets,How skewed is preference for national versus local news?,0 25 50 75 100
2024,aug,Digital,4,10,engagement_type_2cat_news outlet,News Outlet,58.8902038301163,58.9%,Politicians vs. news engagement,How skewed is preference for politician versus news content?,0 25 50 75 100
2024,aug,Digital,4,10,engagement_type_2cat_politician,Politician,41.1097961698837,41.1%,Politicians vs. news engagement,How skewed is preference for politician versus news content?,0 25 50 75 100
2024,aug,Digital,4,7,top_outlet_radio canada,Radio Canada,2.04365179692167,2%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,aug,Digital,4,7,top_outlet_rebel news,Rebel News,9.09653456173532,9.1%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,aug,Digital,4,7,top_outlet_the post millennial,The Post Millennial,9.12332405103196,9.1%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,aug,Digital,4,9,top_news_platform_tiktok,TikTok,42.7487531316855,42.7%,Social media platforms,Which social media platforms are most popular for news?,""
2024,aug,Digital,4,11,politician_platform_TikTok,TikTok,12.8000317108125,12.8%,Social media platforms,Which social media platforms are most popular for Canadian politicians?,0 25 50 75 100
2024,aug,Digital,4,7,top_outlet_toronto sun,Toronto Sun,3.05529472473532,3.1%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,aug,Digital,4,7,top_outlet_true north,True North,2.29588311514407,2.3%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,aug,Digital,4,9,top_news_platform_twitter,Twitter,32.4152326370262,32.4%,Social media platforms,Which social media platforms are most popular for news?,""
2024,aug,Digital,4,11,politician_platform_Twitter,Twitter,46.9186244868818,46.9%,Social media platforms,Which social media platforms are most popular for Canadian politicians?,0 25 50 75 100
2024,aug,Digital,4,9,top_news_platform_youtube,YouTube,17.0421010865514,17%,Social media platforms,Which social media platforms are most popular for news?,""
2024,aug,Digital,4,11,politician_platform_YouTube,YouTube,2.42931013410559,2.4%,Social media platforms,Which social media platforms are most popular for Canadian politicians?,0 25 50 75 100
2024,aug,Digital,,,num_posts,"",720502,720502,"","",""
2024,aug,Digital,,,unique_entities,"",3058,3058,"","",""
2024,aug,Digital,,,unique_handles,"",4997,4997,"","",""
2024,aug,Digital,,,start_date,"",2024-07-25,"","","",""
2024,aug,Digital,,,end_date,"",2024-08-27,"","","",""
2024,aug,Digital,,,engagement_Instagram,"",4154968,4154968,"","",""
2024,aug,Digital,,,engagement_TikTok,"",6275913,6275913,"","",""
2024,aug,Digital,,,engagement_Twitter,"",7913230,7913230,"","",""
2024,aug,Digital,,,engagement_YouTube,"",2275315,2275315,"","",""
2024,aug,Digital,,,engagement_Overall,"",20619426,20619426,"","",""
2024,aug,Digital,,,engagement_daily_Instagram,"",125908,125908,"","",""
2024,aug,Digital,,,engagement_daily_TikTok,"",184586,184586,"","",""
2024,aug,Digital,,,engagement_daily_Twitter,"",232742,232742,"","",""
2024,aug,Digital,,,engagement_daily_YouTube,"",66921,66921,"","",""
2024,aug,Digital,,,engagement_daily_Overall,"",610157,610157,"","",""
2024,aug,Digital,,,engagement_daily_influencer_Instagram,"",277958,277958,"","",""
2024,aug,Digital,,,engagement_daily_influencer_Telegram,"",0,0,"","",""
2024,aug,Digital,,,engagement_daily_influencer_TikTok,"",300648,300648,"","",""
2024,aug,Digital,,,engagement_daily_influencer_Twitter,"",1097120,1097120,"","",""
2024,aug,Digital,,,engagement_daily_influencer_YouTube,"",55233,55233,"","",""
2024,aug,Digital,,,engagement_daily_influencer_Overall,"",1730959,1730959,"","",""
2024,feb,Digital,2,1,overall_inequality,"",0.914352789401857,0.914,Inequality,How skewed is the CIE towards a small set of accounts?,0 Low 1 High
2024,feb,Digital,2,2,segmentation,"",0.665090732650915,0.67,Segmentation,How divided into distinct communities is the CIE?,0 Low 1 High
2024,feb,Digital,2,5,toxicity,"",0.0319828056636924,0.032,Toxic speech,How prevalent is toxic speech in the CIE?,Less More
2024,feb,Digital,2,3,insularity_cpc,Conservative,0.063163653021655,0.063,Insularity,How insular are parties relative to one another?,Less More
2024,feb,Digital,2,3,insularity_lpc,Liberal,0.144649863126824,0.145,Insularity,How insular are parties relative to one another?,Less More
2024,feb,Digital,2,3,insularity_ndp,NDP,0.127137379876456,0.127,Insularity,How insular are parties relative to one another?,Less More
2024,feb,Digital,3,1,misinfo_references,"",0.278611837259932,0.279%,Discussion about misinformation and foreign interference,How often do people post about misinformation and foreign interference?,""
2024,feb,Digital,3,5,from_china,China,1.07817593393577,1.08,Directed foreign influence,To what extent are overt foreign influencers impacting the CIE?,Less More
2024,feb,Digital,3,5,from_india,India,3.28140983298147,3.28,Directed foreign influence,To what extent are overt foreign influencers impacting the CIE?,Less More
2024,feb,Digital,3,4,misinfo_link_engagement,Percentage engagement,12.7031502254833,12.7%,Linking to known misinformation websites,How common and popular are web links to known misinformation websites?,""
2024,feb,Digital,3,3,misinfo_links,Percentage links,1.32032026793657,1.32%,Linking to known misinformation websites,How common and popular are web links to known misinformation websites?,""
2024,feb,Digital,3,5,from_russia,Russia,0.591247314124118,0.59,Directed foreign influence,To what extent are overt foreign influencers impacting the CIE?,Less More
2024,feb,Digital,4,6,news_inequality,"",0.952011836320227,0.952,Inequality,How skewed is the CIE to a smallnumber of news outlets?,0 Low 1 High
2024,feb,Digital,4,12,party_leader_Bloc Québécois,Bloc Québécois,0.400616174674453,0.4%,Engagement with party leaders,Which party leaders are most engaging with Canadians?,0 25 50 75 100
2024,feb,Digital,4,13,party_member_Bloc Québécois,Bloc Québécois,1.38492038500079,1.4%,Engagement with elected party members,Which elected party members are most engaging with Canadians?,0 25 50 75 100
2024,feb,Digital,4,7,top_outlet_cbc,CBC,14.0330346485875,14%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,feb,Digital,4,7,top_outlet_cpac,CPAC,2.17482602433056,2.2%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,feb,Digital,4,7,top_outlet_ctv,CTV,22.5316376369775,22.5%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,feb,Digital,4,12,party_leader_Conservative,Conservative,60.6133053210664,60.6%,Engagement with party leaders,Which party leaders are most engaging with Canadians?,0 25 50 75 100
2024,feb,Digital,4,13,party_member_Conservative,Conservative,51.1739562005429,51.2%,Engagement with elected party members,Which elected party members are most engaging with Canadians?,0 25 50 75 100
2024,feb,Digital,4,7,top_outlet_curiocity,Curiocity,2.07723767708496,2.1%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,feb,Digital,4,7,top_outlet_global news,Global News,5.38826124599167,5.4%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,feb,Digital,4,12,party_leader_Green,Green,0.0307016349959369,0%,Engagement with party leaders,Which party leaders are most engaging with Canadians?,0 25 50 75 100
2024,feb,Digital,4,13,party_member_Green,Green,0.849247228026629,0.8%,Engagement with elected party members,Which elected party members are most engaging with Canadians?,0 25 50 75 100
2024,feb,Digital,4,9,top_news_platform_instagram,Instagram,5.58566506044076,5.6%,Social media platforms,Which social media platforms are most popular for news?,""
2024,feb,Digital,4,11,politician_platform_Instagram,Instagram,37.7212298276532,37.7%,Social media platforms,Which social media platforms are most popular for Canadian politicians?,0 25 50 75 100
2024,feb,Digital,4,12,party_leader_Liberal,Liberal,24.0888241139923,24.1%,Engagement with party leaders,Which party leaders are most engaging with Canadians?,0 25 50 75 100
2024,feb,Digital,4,13,party_member_Liberal,Liberal,23.0617149418036,23.1%,Engagement with elected party members,Which elected party members are most engaging with Canadians?,0 25 50 75 100
2024,feb,Digital,4,8,local_news_local,Local,34.1745194337909,34.2%,Top 5 Canadian news outlets,How skewed is preference for national versus local news?,0 25 50 75 100
2024,feb,Digital,4,12,party_leader_NDP,NDP,14.8665527552709,14.9%,Engagement with party leaders,Which party leaders are most engaging with Canadians?,0 25 50 75 100
2024,feb,Digital,4,13,party_member_NDP,NDP,23.5301612446261,23.5%,Engagement with elected party members,Which elected party members are most engaging with Canadians?,0 25 50 75 100
2024,feb,Digital,4,8,local_news_national,National,65.8254805662091,65.8%,Top 5 Canadian news outlets,How skewed is preference for national versus local news?,0 25 50 75 100
2024,feb,Digital,4,10,engagement_type_2cat_news outlet,News Outlet,50.301162750096,50.3%,Politicians vs. news engagement,How skewed is preference for politician versus news content?,0 25 50 75 100
2024,feb,Digital,4,10,engagement_type_2cat_politician,Politician,49.698837249904,49.7%,Politicians vs. news engagement,How skewed is preference for politician versus news content?,0 25 50 75 100
2024,feb,Digital,4,7,top_outlet_rebel news,Rebel News,7.76609262890782,7.8%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,feb,Digital,4,7,top_outlet_the post millennial,The Post Millennial,7.59634945151145,7.6%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,feb,Digital,4,9,top_news_platform_tiktok,TikTok,45.8344661757362,45.8%,Social media platforms,Which social media platforms are most popular for news?,""
2024,feb,Digital,4,11,politician_platform_TikTok,TikTok,3.76883549279172,3.8%,Social media platforms,Which social media platforms are most popular for Canadian politicians?,0 25 50 75 100
2024,feb,Digital,4,7,top_outlet_toronto sun,Toronto Sun,3.72478582047678,3.7%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,feb,Digital,4,7,top_outlet_true north,True North,3.62673469505811,3.6%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,feb,Digital,4,9,top_news_platform_twitter,Twitter,34.225955299485,34.2%,Social media platforms,Which social media platforms are most popular for news?,""
2024,feb,Digital,4,11,politician_platform_Twitter,Twitter,49.5316717310991,49.5%,Social media platforms,Which social media platforms are most popular for Canadian politicians?,0 25 50 75 100
2024,feb,Digital,4,9,top_news_platform_youtube,YouTube,14.3539134643381,14.4%,Social media platforms,Which social media platforms are most popular for news?,""
2024,feb,Digital,4,11,politician_platform_YouTube,YouTube,8.97826294845598,9%,Social media platforms,Which social media platforms are most popular for Canadian politicians?,0 25 50 75 100
2024,feb,Digital,4,7,top_outlet_blogto,blogTO,5.50764837343113,5.5%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,feb,Digital,,,num_posts,"",494236,494236,"","",""
2024,feb,Digital,,,unique_entities,"",2930,2930,"","",""
2024,feb,Digital,,,unique_handles,"",4646,4646,"","",""
2024,feb,Digital,,,start_date,"",2024-02-01,"","","",""
2024,feb,Digital,,,end_date,"",2024-02-28,"","","",""
2024,feb,Digital,,,engagement_Instagram,"",4445002,4445002,"","",""
2024,feb,Digital,,,engagement_TikTok,"",5140243,5140243,"","",""
2024,feb,Digital,,,engagement_Twitter,"",8625940,8625940,"","",""
2024,feb,Digital,,,engagement_YouTube,"",2408895,2408895,"","",""
2024,feb,Digital,,,engagement_Overall,"",20620080,20620080,"","",""
2024,feb,Digital,,,engagement_daily_Instagram,"",158750,158750,"","",""
2024,feb,Digital,,,engagement_daily_TikTok,"",183580,183580,"","",""
2024,feb,Digital,,,engagement_daily_Twitter,"",308069,308069,"","",""
2024,feb,Digital,,,engagement_daily_YouTube,"",86032,86032,"","",""
2024,feb,Digital,,,engagement_daily_Overall,"",736431,736431,"","",""
2024,feb,Digital,,,engagement_daily_influencer_Instagram,"",309335,309335,"","",""
2024,feb,Digital,,,engagement_daily_influencer_TikTok,"",295715,295715,"","",""
2024,feb,Digital,,,engagement_daily_influencer_Twitter,"",772629,772629,"","",""
2024,feb,Digital,,,engagement_daily_influencer_YouTube,"",57151,57151,"","",""
2024,feb,Digital,,,engagement_daily_influencer_Overall,"",1434830,1434830,"","",""
2024,jan,Digital,2,1,overall_inequality,"",0.932145002772639,0.932,Inequality,How skewed is the CIE towards a small set of accounts?,0 Low 1 High
2024,jan,Digital,2,2,segmentation,"",0.690753994342369,0.69,Segmentation,How divided into distinct communities is the CIE?,0 Low 1 High
2024,jan,Digital,2,5,toxicity,"",0.0282426044818702,0.028,Toxic speech,How prevalent is toxic speech in the CIE?,Less More
2024,jan,Digital,2,3,insularity_cpc,Conservative,0.0659107482566466,0.066,Insularity,How insular are parties relative to one another?,Less More
2024,jan,Digital,2,3,insularity_lpc,Liberal,0.153067316806673,0.153,Insularity,How insular are parties relative to one another?,Less More
2024,jan,Digital,2,3,insularity_ndp,NDP,0.134987124744319,0.135,Insularity,How insular are parties relative to one another?,Less More
2024,jan,Digital,3,1,misinfo_references,"",0.2683728599131,0.268%,Discussion about misinformation and foreign interference,How often do people post about misinformation and foreign interference?,""
2024,jan,Digital,3,5,from_china,China,1.17840798126423,1.18,Directed foreign influence,To what extent are overt foreign influencers impacting the CIE?,Less More
2024,jan,Digital,3,5,from_india,India,3.68586092724717,3.69,Directed foreign influence,To what extent are overt foreign influencers impacting the CIE?,Less More
2024,jan,Digital,3,4,misinfo_link_engagement,Percentage engagement,21.2015788123885,21.2%,Linking to known misinformation websites,How common and popular are web links to known misinformation websites?,""
2024,jan,Digital,3,3,misinfo_links,Percentage links,1.35305596029388,1.35%,Linking to known misinformation websites,How common and popular are web links to known misinformation websites?,""
2024,jan,Digital,3,5,from_russia,Russia,0.336349774330982,0.34,Directed foreign influence,To what extent are overt foreign influencers impacting the CIE?,Less More
2024,jan,Digital,4,6,news_inequality,"",0.959737267769392,0.96,Inequality,How skewed is the CIE to a smallnumber of news outlets?,0 Low 1 High
2024,jan,Digital,4,12,party_leader_Bloc Québécois,Bloc Québécois,0.379440697114403,0.4%,Engagement with party leaders,Which party leaders are most engaging with Canadians?,0 25 50 75 100
2024,jan,Digital,4,13,party_member_Bloc Québécois,Bloc Québécois,0.975958337448192,1%,Engagement with elected party members,Which elected party members are most engaging with Canadians?,0 25 50 75 100
2024,jan,Digital,4,7,top_outlet_cbc,CBC,13.9855798148861,14%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,jan,Digital,4,7,top_outlet_ctv,CTV,21.8041462770838,21.8%,Top 5 Canadian news outlets,What are the top 5 Canadian news outlets? What is their share of total engagement?,""
2024,jan,Digital,4,12,party_leader_Conservative,Conservative,72.6977619601868,72.7%,Engagement with party leaders,Which party leaders are most engaging with Canadians?,0 25 50 75 100
2024,jan,Digital,4,13,party_member_Conservative,Conservative,36.2559652185548,36.3%,Engagement with elected party members,Which elected party members are most engaging with Canadians?,0 25 50 75 100
