year,month,source,measure,label,value,title,year_new,month_year
2024,Feb,Digital,overall_inequality,Overall inequality,0.91,Inequality,24,Feb-24
2024,Feb,Digital,segmentation,Segmentation,0.66,Segmentation,24,Feb-24
2024,Jan,Digital,insularity_cpc,Conservative,0.07,Insularity,24,Jan-24
2024,Jan,Digital,insularity_lpc,Liberal,0.15,Insularity,24,Jan-24
2024,Jan,Digital,insularity_ndp,NDP,0.13,Insularity,24,Jan-24
2024,Jan,Digital,news_inequality,News inequality,0.96,Inequality,24,Jan-24
2024,Jan,Digital,overall_inequality,Overall inequality,0.93,Inequality,24,Jan-24
2024,Jan,Digital,segmentation,Segmentation,0.69,Segmentation,24,Jan-24
2024,Jul,Survey,avoidance,News avoidance,29.32,News avoidance,24,Jul-24
2024,Jul,Survey,division,Division,22.33,Division,24,Jul-24
2024,Jul,Digital,insularity_cpc,Conservative,0.07,Insularity,24,Jul-24
2024,Jul,Digital,insularity_lpc,Liberal,0.15,Insularity,24,Jul-24
2024,Jul,Digital,insularity_ndp,NDP,0.11,Insularity,24,Jul-24
2024,Jul,Digital,news_inequality,News inequality,0.95,Inequality,24,Jul-24
2024,Jul,Digital,overall_inequality,Overall inequality,0.89,Inequality,24,Jul-24
2024,Jul,Digital,segmentation,Segmentation,0.89,Segmentation,24,Jul-24
2024,Jul,Digital,toxicity,Toxicity,0.02,Toxic speech,24,Jul-24
2024,Jul,Survey,trust_big_tech,Big Tech,27.31,Trust,24,Jul-24
2024,Jul,Survey,trust_gatekeepers,Information gatekeepers,40.82,Trust,24,Jul-24
2024,Jun,Digital,insularity_cpc,Conservative,0.07,Insularity,24,Jun-24
2024,Jun,Digital,insularity_lpc,Liberal,0.14,Insularity,24,Jun-24
2024,Jun,Digital,insularity_ndp,NDP,0.14,Insularity,24,Jun-24
2024,Jun,Digital,news_inequality,News inequality,0.96,Inequality,24,Jun-24
2024,Jun,Digital,overall_inequality,Overall inequality,0.9,Inequality,24,Jun-24
2024,Jun,Digital,segmentation,Segmentation,0.9,Segmentation,24,Jun-24
2024,Jun,Digital,toxicity,Toxicity,0.02,Toxic speech,24,Jun-24
2024,Mar,Digital,insularity_cpc,Conservative,0.06,Insularity,24,Mar-24
2024,Mar,Digital,insularity_lpc,Liberal,0.14,Insularity,24,Mar-24
2024,Mar,Digital,insularity_ndp,NDP,0.11,Insularity,24,Mar-24
2024,Mar,Digital,news_inequality,News inequality,0.95,Inequality,24,Mar-24
2024,Mar,Digital,overall_inequality,Overall inequality,0.92,Inequality,24,Mar-24
2024,Mar,Digital,segmentation,Segmentation,0.65,Segmentation,24,Mar-24
2024,May,Digital,insularity_cpc,Conservative,0.07,Insularity,24,May-24
2024,May,Digital,insularity_lpc,Liberal,0.14,Insularity,24,May-24
2024,May,Digital,insularity_ndp,NDP,0.14,Insularity,24,May-24
2024,May,Digital,news_inequality,News inequality,0.96,Inequality,24,May-24
2024,May,Digital,overall_inequality,Overall inequality,0.9,Inequality,24,May-24
2024,May,Digital,segmentation,Segmentation,0.9,Segmentation,24,May-24
2024,May,Digital,toxicity,Toxicity,0.02,Toxic speech,24,May-24
2024,Oct,Survey,avoidance,News avoidance,29.68,News avoidance,24,Oct-24
2024,Oct,Survey,chilled,Chilled speech,66.8,Chilled speech,24,Oct-24
2024,Oct,Survey,division,Division,22.87,Division,24,Oct-24
2024,Oct,Digital,insularity_cpc,Conservative,0.06,Insularity,24,Oct-24
2024,Oct,Digital,insularity_lpc,Liberal,0.13,Insularity,24,Oct-24
2024,Oct,Digital,insularity_ndp,NDP,0.14,Insularity,24,Oct-24
2024,Oct,Digital,news_inequality,News inequality,0.96,Inequality,24,Oct-24
2024,Oct,Digital,overall_inequality,Overall inequality,0.92,Inequality,24,Oct-24
2024,Oct,Digital,segmentation,Segmentation,0.67,Segmentation,24,Oct-24
2024,Oct,Survey,trust_big_tech,Big Tech,23.6,Trust,24,Oct-24
2024,Oct,Survey,trust_elected_officials,Elected officials,31.26,Trust,24,Oct-24
2024,Oct,Survey,trust_gatekeepers,Information gatekeepers,39.39,Trust,24,Oct-24
2024,Oct,Survey,trust_journalists,Journalists,54.31,Trust,24,Oct-24
2024,Oct,Survey,trust_news_media,News Media,48.4,Trust,24,Oct-24
2024,Sep,Survey,avoidance,News avoidance,30.51,News avoidance,24,Sep-24
2024,Sep,Survey,chilled,Chilled speech,63.88,Chilled speech,24,Sep-24
2024,Sep,Survey,division,Division,22.94,Division,24,Sep-24
2024,Sep,Digital,insularity_cpc,Conservative,0.07,Insularity,24,Sep-24
2024,Sep,Digital,insularity_lpc,Liberal,0.14,Insularity,24,Sep-24
2024,Sep,Digital,insularity_ndp,NDP,0.14,Insularity,24,Sep-24
2024,Sep,Digital,news_inequality,News inequality,0.96,Inequality,24,Sep-24
2024,Sep,Digital,overall_inequality,Overall inequality,0.94,Inequality,24,Sep-24
2024,Sep,Digital,segmentation,Segmentation,0.94,Segmentation,24,Sep-24
2024,Sep,Digital,toxicity,Toxicity,0.02,Toxic speech,24,Sep-24
2024,Sep,Survey,trust_big_tech,Big Tech,25.27,Trust,24,Sep-24
2024,Sep,Survey,trust_elected_officials,Elected officials,28.18,Trust,24,Sep-24
2024,Sep,Survey,trust_gatekeepers,Information gatekeepers,38.86,Trust,24,Sep-24
2024,Sep,Survey,trust_journalists,Journalists,54.37,Trust,24,Sep-24
2024,Sep,Survey,trust_news_media,News Media,47.61,Trust,24,Sep-24
2024,Aug,Survey,AI_concern,Generative AI,58.37,Concern about Generative AI,24,Aug-24
2024,Aug,Survey,FI_concern_china,China,65.2,Concern about foreign influence,24,Aug-24
2024,Aug,Survey,FI_concern_general,Overall,53.73,Concern about foreign influence,24,Aug-24
2024,Aug,Survey,FI_concern_india,India,30.55,Concern about foreign influence,24,Aug-24
2024,Aug,Survey,FI_concern_russia,Russia,53.16,Concern about foreign influence,24,Aug-24
2024,Aug,Survey,FI_concern_uk,UK,7.32,Concern about foreign influence,24,Aug-24
2024,Aug,Survey,FI_concern_usa,USA,40.38,Concern about foreign influence,24,Aug-24
2024,Aug,Survey,Misinformation_concern,Misinformation,47.85,Concern about misinformation,24,Aug-24
2024,Jul,Survey,AI_concern,Generative AI,45.5,Concern about Generative AI,24,Jul-24
2024,Jul,Survey,FI_concern_china,China,63.32,Concern about foreign influence,24,Jul-24
2024,Jul,Survey,FI_concern_general,Overall,51.9,Concern about foreign influence,24,Jul-24
2024,Oct,Survey,AI_concern,Generative AI,60.86,Concern about Generative AI,24,Oct-24
2024,Oct,Survey,FI_concern_china,China,62.73,Concern about foreign influence,24,Oct-24
2024,Oct,Survey,FI_concern_general,Overall,55.81,Concern about foreign influence,24,Oct-24
2024,Oct,Survey,FI_concern_india,India,44.22,Concern about foreign influence,24,Oct-24
2024,Oct,Survey,FI_concern_russia,Russia,53.79,Concern about foreign influence,24,Oct-24
2024,Oct,Survey,FI_concern_uk,UK,5.54,Concern about foreign influence,24,Oct-24
2024,Oct,Survey,FI_concern_usa,USA,38.27,Concern about foreign influence,24,Oct-24
2024,Oct,Survey,Misinformation_concern,Misinformation,50.68,Concern about misinformation,24,Oct-24
2024,Sep,Survey,AI_concern,Generative AI,59.88,Concern about Generative AI,24,Sep-24
2024,Sep,Survey,FI_concern_china,China,64.63,Concern about foreign influence,24,Sep-24
2024,Sep,Survey,FI_concern_general,Overall,54.68,Concern about foreign influence,24,Sep-24
2024,Sep,Survey,FI_concern_india,India,29.55,Concern about foreign influence,24,Sep-24
2024,Sep,Survey,FI_concern_russia,Russia,55.86,Concern about foreign influence,24,Sep-24
2024,Sep,Survey,FI_concern_uk,UK,6.71,Concern about foreign influence,24,Sep-24
2024,Sep,Survey,FI_concern_usa,USA,39.18,Concern about foreign influence,24,Sep-24
2024,Sep,Survey,Misinformation_concern,Misinformation,46.99,Concern about misinformation,24,Sep-24
